timestamp,record_type,user_id,event_code,event_description,resource_name,return_code,ip_address,system_id,job_name,success
2026-05-12T10:23:39.731671,80,SYSADM,18,Privilege Escalation Attempt,RACF.PROFILE,8,10.10.8.110,MVSA,TSO,False
2026-05-12T03:59:39.731671,80,BRUTEFORCE,14,Unauthorized Access Attempt,SYS1.LINKLIB,0,10.83.152.61,SYSB,TSO,True
2026-05-12T01:36:39.731671,80,GUEST,15,Password Change,TSO.LOGON,4,10.77.89.183,MVSProd1,TSO,False
2026-05-12T19:17:39.731671,80,BRUTEFORCE,2,Logon Failure - Invalid Password,CICS.TRAN,8,10.59.23.115,MVSProd1,TSO,False
2026-05-13T11:49:39.731671,80,TESTUSR1,18,Privilege Escalation Attempt,DB2.TABLESPACE,0,10.185.189.207,MVSA,IKJEFT,True
2026-05-13T05:06:39.731671,80,GUEST,2,Logon Failure - Invalid Password,APF.LIBRARY,4,10.216.76.248,SYSB,JES2,False
2026-05-12T02:00:39.731671,80,BRUTEFORCE,1,Successful Logon,USER.DATASET,12,10.243.157.175,SYSB,RACF,False
2026-05-12T17:23:39.731671,80,GUEST,1,Successful Logon,APF.LIBRARY,0,10.229.21.11,MVSProd1,JES2,True
2026-05-12T15:50:39.731671,80,HACKER01,18,Privilege Escalation Attempt,RACF.PROFILE,0,10.35.167.61,SYSB,IKJEFT,True
2026-05-13T12:08:39.731671,80,IBMUSER,15,Password Change,SYS1.PROCLIB,4,10.24.12.178,SYSB,RACF,False
2026-05-12T23:48:39.731671,80,HACKER01,18,Privilege Escalation Attempt,SYS1.PARMLIB,0,10.89.56.49,MVSA,TSO,True
2026-05-12T10:10:39.731671,80,BRUTEFORCE,2,Logon Failure - Invalid Password,APF.LIBRARY,12,10.120.1.230,MVSA,IKJEFT,False
2026-05-12T06:32:39.731671,80,GUEST,2,Logon Failure - Invalid Password,DB2.TABLESPACE,4,10.229.145.116,MVSProd1,RACF,False
2026-05-12T21:07:39.731671,80,IBMUSER,18,Privilege Escalation Attempt,USER.DATASET,12,10.237.39.103,MVSA,TSO,False
2026-05-12T18:06:39.731671,80,GUEST,18,Privilege Escalation Attempt,DB2.TABLESPACE,0,10.160.119.32,SYSB,RACF,True
2026-05-13T10:27:39.731671,80,BRUTEFORCE,14,Unauthorized Access Attempt,APF.LIBRARY,8,10.170.174.200,MVSProd1,RACF,False
2026-05-11T12:45:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.47.81,MVSA,TSO,
2026-05-11T12:42:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.79.204,MVSProd1,TSO,
2026-05-11T12:28:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.81.71,MVSA,TSO,
2026-05-11T12:26:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.86.98,SYSB,TSO,
2026-05-11T12:40:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.91.135,SYSB,TSO,
2026-05-11T12:36:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.67.196,SYSB,TSO,
2026-05-11T12:30:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.57.13,MVSA,TSO,
2026-05-13T03:36:39.731671,80,HACKER01,13,Access Violation,DB2.TABLESPACE,8,10.140.140.120,SYSB,TSO,False
2026-05-12T07:11:39.731671,80,IBMUSER,15,Password Change,RACF.PROFILE,12,10.104.169.170,MVSProd1,TSO,False
2026-05-12T15:38:39.731671,80,UNKNOWN,2,Logon Failure - Invalid Password,SYS1.PROCLIB,4,10.195.229.78,SYSB,TSO,False
2026-05-12T15:21:39.731671,80,SYSADM,1,Successful Logon,USER.DATASET,8,10.66.12.200,SYSB,IKJEFT,False
2026-05-11T21:43:39.731671,80,BRUTEFORCE,14,Unauthorized Access Attempt,USER.DATASET,0,10.253.114.43,MVSProd1,RACF,True
2026-05-11T23:56:39.731671,80,BRUTEFORCE,13,Access Violation,SYS1.LINKLIB,0,10.156.154.160,MVSProd1,IKJEFT,True
2026-05-12T00:46:39.731671,80,TESTUSR1,15,Password Change,TSO.LOGON,4,10.164.207.189,MVSA,TSO,False
2026-05-12T03:44:39.731671,80,HACKER01,13,Access Violation,DB2.TABLESPACE,0,10.146.123.178,SYSB,IKJEFT,True
2026-05-11T13:01:39.731671,80,TESTUSR1,18,Privilege Escalation Attempt,TSO.LOGON,12,10.236.94.172,MVSA,RACF,False
2026-05-11T13:47:39.731671,80,IBMUSER,18,Privilege Escalation Attempt,CICS.TRAN,12,10.254.182.216,SYSB,TSO,False
2026-05-12T14:14:39.731671,80,BRUTEFORCE,13,Access Violation,USER.DATASET,12,10.95.47.186,MVSA,JES2,False
2026-05-12T04:11:39.731671,80,BRUTEFORCE,2,Logon Failure - Invalid Password,SYS1.PARMLIB,4,10.42.161.11,MVSProd1,JES2,False
2026-05-12T18:25:39.731671,80,BRUTEFORCE,2,Logon Failure - Invalid Password,SYS1.LINKLIB,0,10.126.211.45,MVSA,TSO,True
2026-05-11T19:40:39.731671,80,SYSADM,18,Privilege Escalation Attempt,SYS1.LINKLIB,8,10.79.221.252,SYSB,JES2,False
2026-05-11T18:08:39.731671,80,GUEST,14,Unauthorized Access Attempt,TSO.LOGON,8,10.237.230.155,MVSProd1,IKJEFT,False
2026-05-13T10:36:39.731671,80,ADMIN,2,Logon Failure - Invalid Password,APF.LIBRARY,12,10.243.146.253,MVSA,TSO,False
2026-05-11T12:47:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.37.86,SYSB,TSO,
2026-05-11T12:53:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.46.82,SYSB,TSO,
2026-05-11T12:44:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.47.194,SYSB,TSO,
2026-05-11T12:48:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.51.98,MVSProd1,TSO,
2026-05-11T12:36:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.97.8,SYSB,TSO,
2026-05-11T12:51:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.37.199,MVSA,TSO,
2026-05-11T12:51:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.28.194,MVSProd1,TSO,
2026-05-11T12:26:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.85.97,SYSB,TSO,
2026-05-11T12:41:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.85.223,SYSB,TSO,
2026-05-11T12:27:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.77.224,SYSB,TSO,
2026-05-11T12:49:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.74.236,SYSB,TSO,
2026-05-11T15:12:39.731671,80,BRUTEFORCE,2,Logon Failure - Invalid Password,USER.DATASET,12,10.69.199.133,MVSA,TSO,False
2026-05-11T23:50:39.731671,80,HACKER01,18,Privilege Escalation Attempt,USER.DATASET,0,10.126.11.250,MVSProd1,TSO,True
2026-05-12T06:34:39.731671,80,HACKER01,15,Password Change,TSO.LOGON,4,10.189.118.217,SYSB,TSO,False
2026-05-11T12:35:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.12.222,SYSB,TSO,
2026-05-11T12:37:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.10.139,SYSB,TSO,
2026-05-11T12:31:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.15.135,SYSB,TSO,
2026-05-11T12:25:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.88.174,MVSA,TSO,
2026-05-11T12:36:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.78.249,MVSA,TSO,
2026-05-11T12:45:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.47.143,SYSB,TSO,
2026-05-11T12:48:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.59.232,SYSB,TSO,
2026-05-11T12:51:39.731671,80,HACKER01,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.97.121,MVSA,TSO,
2026-05-12T10:44:39.731671,80,HACKER01,2,Logon Failure - Invalid Password,CICS.TRAN,12,10.170.79.242,MVSA,TSO,False
2026-05-12T07:01:39.731671,80,HACKER01,2,Logon Failure - Invalid Password,APF.LIBRARY,8,10.19.62.28,SYSB,IKJEFT,False
2026-05-11T12:38:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.79.83,MVSA,TSO,
2026-05-11T12:47:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.44.42,MVSA,TSO,
2026-05-11T12:40:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.88.189,MVSProd1,TSO,
2026-05-11T12:41:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.95.208,SYSB,TSO,
2026-05-11T12:31:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.83.175,SYSB,TSO,
2026-05-11T12:49:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.97.227,MVSA,TSO,
2026-05-12T07:37:39.731671,80,BRUTEFORCE,13,Access Violation,USER.DATASET,12,10.192.108.224,SYSB,TSO,False
2026-05-12T12:31:39.731671,80,SYSADM,18,Privilege Escalation Attempt,APF.LIBRARY,8,10.13.98.52,SYSB,RACF,False
2026-05-12T06:13:39.731671,80,HACKER01,14,Unauthorized Access Attempt,USER.DATASET,8,10.101.88.37,SYSB,RACF,False
2026-05-11T12:40:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.53.64,MVSA,TSO,
2026-05-11T12:41:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.42.221,MVSProd1,TSO,
2026-05-11T12:39:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.60.250,MVSProd1,TSO,
2026-05-11T12:27:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.60.169,SYSB,TSO,
2026-05-11T12:24:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.47.249,MVSProd1,TSO,
2026-05-11T12:44:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.52.204,SYSB,TSO,
2026-05-11T12:24:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.37.70,MVSProd1,TSO,
2026-05-11T12:37:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.11.6,MVSA,TSO,
2026-05-11T12:41:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.12.249,MVSA,TSO,
2026-05-11T12:36:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.20.91,MVSA,TSO,
2026-05-11T12:38:39.731671,80,BRUTEFORCE,2,RACF Logon Failure - Invalid Password,TSO.LOGON,8,192.168.65.197,SYSB,TSO,
2026-05-12T13:00:39.731671,80,BRUTEFORCE,14,Unauthorized Access Attempt,APF.LIBRARY,8,10.78.252.107,MVSA,JES2,False
2026-05-12T15:17:39.731671,80,IBMUSER,14,Unauthorized Access Attempt,CICS.TRAN,8,10.65.62.236,SYSB,JES2,False
2026-05-12T12:25:39.731671,80,ADMIN,2,Logon Failure - Invalid Password,RACF.PROFILE,12,10.67.11.36,SYSB,JES2,False
